title,link,author,pubDate,description,isbn,isbn13,itemId,priceSales,priceStandard,mallType,stockStatus,mileage,cover,categoryId,categoryName,publisher,salesPoint,adult,fixedPrice,customerReviewRank,bestRank,seriesInfo.seriesId,seriesInfo.seriesLink,seriesInfo.seriesName
저속노화 식사법 - 노년내과 의사가 알려주는 기적의 식단 혁명,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343316437&amp;partner=openAPI&amp;start=api,정희원 (지은이),2024-07-26,"일명 ‘저속노화 선생님’, 서울아산병원 노년내과 의사 정희원의 『저속노화 식사법』이 테이스트북스에서 출간되었다. 만성질환을 예방하는 지중해식 식단과 고혈압을 예방하는 대시(DASH) 식단 요소의 장점만을 합친 MIND 식사법을 저속노화 식사로 제안한다.",K332932798,9791141606862,343316437,17100,19000,BOOK,,950,https://image.aladin.co.kr/product/34331/64/coversum/k332932798_1.jpg,53556,국내도서>건강/취미>건강정보>음식과 건강,테이스트북스,66060,False,True,9,1,,,
내 몸 혁명 - 뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330775750&amp;partner=openAPI&amp;start=api,박용우 (지은이),2024-01-10,"박용우 박사의 건강 라이프코칭이 한 권의 책으로 묶였다. 대사이상체중을 건강체중으로 되돌리는 방법을 비롯해 망가진 몸을 근본적으로 변화시키는 4주간의 프로그램, 살찌지 않는 건강한 몸을 위한 건강관리 노하우 등이 담겨 있다.",K312937406,9791198553317,330775750,17550,19500,BOOK,,970,https://image.aladin.co.kr/product/33077/57/coversum/k312937406_1.jpg,53514,국내도서>건강/취미>다이어트,루미너스,72043,False,True,10,2,,,
3분만 바라보면 눈이 젊어진다 - 노벨상으로 증명된 ‘가보르 아이’ 업그레이드 완전판,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342732512&amp;partner=openAPI&amp;start=api,"히라마쓰 루이 (지은이), 김윤희 (옮긴이)",2024-07-24,"일본을 넘어 한국에서도 ‘가보르 아이’ 열풍을 불러왔던 《3분만 바라보면 눈이 좋아진다》의 업그레이드 버전이 드디어 출간되었다. 디지털 세상에서 현대인이 놓쳐서 안 될 유일무이 시력 개선법을 소개한다.
",K222932065,9791165349837,342732512,12420,13800,BOOK,,690,https://image.aladin.co.kr/product/34273/25/coversum/k222932065_1.jpg,53543,국내도서>건강/취미>질병치료와 예방>눈/코/입/귀,쌤앤파커스,31110,False,True,10,3,,,
바람공방의 페어아일 니팅 - 기초부터 스틱 기법까지 페어아일의 모든 것,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=344999012&amp;partner=openAPI&amp;start=api,"바람공방 (지은이), 배혜영 (옮긴이)",2024-08-19,"뜨개의 대가, 바람공방이 작품 예시를 통해 페어아일 뜨는 법을 차근차근 알려준다. 작품을 만드는 모든 과정을 사진과 자세한 설명으로 알려준 후, 배운 기법으로 뜰 수 있는 작품들을 소개한다.",K982932752,9791193712436,344999012,21600,24000,BOOK,,1200,https://image.aladin.co.kr/product/34499/90/coversum/k982932752_1.jpg,53568,국내도서>건강/취미>공예>뜨개질/퀼트/십자수/바느질,한즈미디어(한스미디어),6210,False,True,10,4,,,
해독 혁명 - 질병 없는 몸을 위한 5단계 독소 해방,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342067731&amp;partner=openAPI&amp;start=api,닥터 라이블리(최지영) (지은이),2024-06-30,"피부과 전문의이자 미국 IFM 기능의학 인증의인 저자가 제안하는 체내 독소 배출 솔루션을 담고 있다. 먼저 저자는 우리 몸에 내재되어 있는 간, 담즙, 위, 장내세균, 세포로 이어지는 우리 몸에서 일어나는 독소 배출의 경로를 설명하며 독소들이 우리 몸의 어떤 부분에서 어떻게 처리되어 어디를 통해 나가는지 보여준다.",8901285142,9788901285146,342067731,16650,18500,BOOK,,920,https://image.aladin.co.kr/product/34206/77/coversum/8901285142_1.jpg,53562,국내도서>건강/취미>건강정보>건강에세이/건강정보,웅진지식하우스,32010,False,True,10,5,,,
The Champion 2024-2025 : 유럽축구 가이드북,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=345606793&amp;partner=openAPI&amp;start=api,"송영주, 김현민, 이건, 김정용, 김민곤, 김영훈 (지은이), 한준희 (감수)",2024-09-23,국내 최고ㆍ최강의 유럽축구 가이드북 《The Champion》은 유럽 축구의 중심에서 활약하는 선수들을 조명하며 꾸준히 한국 선수들의 성장을 지켜봐 왔다. 이번 《The Champion 2024-2025》에서는 유럽 리그의 불꽃 튀는 이적 소식과 다양한 선수 정보들을 담아 더욱 풍부하고 정확한 정보를 제공하고 있다.,K162933262,9791155719954,345606793,31500,35000,BOOK,예약판매,1750,https://image.aladin.co.kr/product/34560/67/coversum/k162933262_1.jpg,54708,국내도서>건강/취미>구기>축구,맥스미디어,3130,False,True,0,6,619742.0,http://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=619742&amp;partner=openAPI,The Champion 시리즈 
"질병 해방 - 치매, 암, 당뇨, 심장병과 노화를 피하고 건강하게 오래 사는 법",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=338211362&amp;partner=openAPI&amp;start=api,"피터 아티아, 빌 기퍼드 (지은이), 이한음 (옮긴이)",2024-04-30,"출간 1주 만에 13만 부, 12개월 만에 150만 부를 돌파하며 아마존과 《뉴욕타임스》 모두에서 종합 베스트셀러 1위에 오르는 전례가 드문 기록을 세운 화제작, 피터 아티아 박사의 《질병 해방》이 마침내 한국에 출간되었다. 《뉴욕타임스매거진》의 표현대로 “폭주하는(타의 추종을 불허하는) 베스트셀러”가 되어 지금도 아마존과 《뉴욕타임스》에서 1년 넘게 베스트셀러 행진을 이어가며 센세이션을 불러일으키고 있다.",K782930794,9791193528129,338211362,25200,28000,BOOK,,1400,https://image.aladin.co.kr/product/33821/13/coversum/k782930794_1.jpg,51378,국내도서>인문학>교양 인문학,부키,32850,False,True,10,7,,,
내장비만 - 국민 주치의 이왕림 박사의 34년 비만 해독 연구 결정판,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342734273&amp;partner=openAPI&amp;start=api,이왕림 (지은이),2024-07-10,하버드 의대와 뉴욕 의대에서 세포면역학과 해독학을 연구하며 국내 의료계에 해독과 항노화를 최초로 소개하고 ‘내장비만’을 최초로 명명한 최고 권위자 이왕림 박사. 그는 내장지방에서 대한 인식이 낮던 20년 전 내장지방의 위험성을 대중적으로 알리기 위해 다년간의 연구와 임상 치료 경험을 집대성해 『내장비만』을 펴냈다.,K692932066,9791193506684,342734273,16920,18800,BOOK,,940,https://image.aladin.co.kr/product/34273/42/coversum/k692932066_1.jpg,55182,국내도서>건강/취미>건강정보>기타,포레스트북스,13140,False,True,10,8,,,
느리게 나이 드는 습관 - 노년내과 의사가 알려주는 감속노화 실천법,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=329417970&amp;partner=openAPI&amp;start=api,정희원 (지은이),2023-12-11,"서울아산병원 노년내과 전문의가 작심하고 전하는 감속노화 실천법. 생애 주기에 따라 생활의 요소를 조절해 노화 속도를 느리게 만들고 내재역량을 강화할 수 있는 구체적인 방법을 이야기한다. 누구나 아프지 않고 건강하게, 또래보다 느리게 나이 들 수 있다.",K032936148,9791193080146,329417970,16200,18000,BOOK,,900,https://image.aladin.co.kr/product/32941/79/coversum/k032936148_2.jpg,53562,국내도서>건강/취미>건강정보>건강에세이/건강정보,한빛라이프,53470,False,True,10,9,,,
백년 허리 2 : 치료편 - 내 허리 사용 설명서,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=271247686&amp;partner=openAPI&amp;start=api,정선근 (지은이),2021-05-13,"서울대 의대 재활의학과 정선근 교수의 스테디셀러인 백년허리1 진단편에 이은 실제적인 치료 방법을 제시하고 있는 백년허리2 치료편이다. 치료편에서 저자는 허리 통증에서 벗어날 수 있는 방법을 정확히, 구체적으로, 누구나 따라할 수 있도록 설명하고 있다.",K272731146,9791197437311,271247686,16650,18500,BOOK,,920,https://image.aladin.co.kr/product/27124/76/coversum/k272731146_1.jpg,53550,국내도서>건강/취미>질병치료와 예방>허리/디스크/척추/통증,언탱글링,44724,False,True,9,10,982169.0,http://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=982169&amp;partner=openAPI,백년 허리 2
불변의 법칙 - 절대 변하지 않는 것들에 대한 23가지 이야기,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=334061481&amp;partner=openAPI&amp;start=api,"모건 하우절 (지은이), 이수경 (옮긴이)",2024-02-28,"《돈의 심리학》의 저자 모건 하우절이 3년 만에 세상에 내놓은 신작.‘절대 변하지 않는 것들에 대한 23가지 이야기’를 전한다. 이번 책은 돈과 투자 영역은 물론이고, 인간의 본성과 세상의 이치에 관한 이야기를 두루 다루어 한층 더 다층적이고 복합적인 메시지를 담아냈다는 평가를 받는다.",K272938139,9791198517425,334061481,22500,25000,BOOK,,1250,https://image.aladin.co.kr/product/33406/14/coversum/k272938139_1.jpg,3065,국내도서>경제경영>경제학/경제일반>경제이야기,서삼독,148126,False,True,8,1,,,
돈의 심리학 (30만 부 기념 스페셜 에디션) - 당신은 왜 부자가 되지 못했는가,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=328520781&amp;partner=openAPI&amp;start=api,"모건 하우절 (지은이), 이지연 (옮긴이)",2021-01-13,월스트리트저널에서 10년 넘게 금융과 투자에 대한 글을 써온 칼럼니스트이자 콜라보레이티브 펀드 파트너로 활동중인 모건 하우절의 첫 책이다. 출간 즉시 아마존 투자 분야 1위를 차지했고 개인 투자자부터 전문 컨설턴트까지 극찬 세례를 받으며 명실상부 ‘2020 아마존 최고의 금융도서’로 평가받는다.,K132936910,9791191056372,328520781,17820,19800,BOOK,,990,https://image.aladin.co.kr/product/32852/7/coversum/k132936910_2.jpg,2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,인플루엔셜(주),130802,False,True,8,2,,,
THE MONEY BOOK 더 머니북 - 잘 살아갈 우리를 위한 금융생활 안내서,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=340097859&amp;partner=openAPI&amp;start=api,토스 (지은이),2024-05-27,"돈이 행복의 필수 조건이라고 여기면서도, 막상 돈을 잘 모르는 사람들. 《더 머니북》은 이 사람들을 위해 만들어졌다. 사용자들에게 자주 받아온 “금융교육은 어디서 받나요?”라는 질문에 토스가 내놓는 답이자, ‘누구나 편리하고 평등하게 금융하는 세상 만들기’라는 진심을 말하는 시작점이다.",K772931867,9791198686114,340097859,19800,22000,BOOK,,1100,https://image.aladin.co.kr/product/34009/78/coversum/k772931867_1.jpg,8587,국내도서>경제경영>경제학/경제일반>화폐/금융/재정,비바리퍼블리카,96395,False,True,8,3,,,
대한경제부흥회 - 우리는 왜 돈을 못 버는가,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=344744443&amp;partner=openAPI&amp;start=api,"이광수, 박시동, 안진걸 (지은이)",2024-09-05,"나는 감히 따라 할 수 없을 것 같은 경제 조언은 다 버려라. 우리에게 전혀 도움이 되지 않는 잘못된 경제 정책은 다 바꾸자. 실전형, 생계형 경제 초고수들이 말하는 전 국민 인생 살리기 프로젝트가 여기에 있다. 
부동산계의 유시민 이광수, 경제 허준 박시동, 민생 전문 안진걸. 경제 채널 섭외 순위 1위를 달리며 대한민국을 휩쓸고 있는 차세대 경제평론가 3인방이 당하기만 하는 국민들을 위해 두 팔 걷고 나섰다.",K202932633,9791191521382,344744443,17100,19000,BOOK,예약판매,950,https://image.aladin.co.kr/product/34474/44/coversum/k202932633_1.jpg,2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,지와인,8700,False,True,0,4,,,
스토리 설계자 - 고객의 욕망을 꿰뚫는 31가지 카피라이팅 과학,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=344448509&amp;partner=openAPI&amp;start=api,"짐 에드워즈 (지은이), 신솔잎 (옮긴이)",2024-08-30,"“상품이 이토록 훌륭한데 왜 이렇게 안 팔릴까?” 사업을 하는 사람이 가장 불안해지는 순간은 상품에 대한 확신이 매출로 이어지지 않을 때다. 문제의 근본은 품질도 가격도 아닌 바로 ‘세일즈 카피라이팅!’ 이를 단숨에 해결해줄 책이 나왔다. 『마케팅 설계자』를 쓴 러셀 브런슨과 함께 사업가 수천 명을 도우며 상품, 코칭, 소프트웨어를 판매하여 수천만 달러 매출을 올린 짐 에드워즈의 신간 『스토리 설계자』다.",K232932235,9791155817629,344448509,20520,22800,BOOK,,1140,https://image.aladin.co.kr/product/34444/85/coversum/k232932235_3.jpg,268,국내도서>경제경영>마케팅/세일즈>광고/홍보/PR,윌북,16260,False,True,10,5,1089730.0,http://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=1089730&amp;partner=openAPI,스타트업의 과학 4
매직 스플릿 - 자산과 현금흐름이 동시에 불어나는 새로운 투자 시스템,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=344342033&amp;partner=openAPI&amp;start=api,박성현 (지은이),2024-08-20,"100억대 자산가이자 베스트셀러 작가 박성현의 신간 『매직 스플릿』이 출간되었다. 매직 스플릿은 자산과 현금흐름이 동시에 불어나는 새로운 투자 시스템으로, 가치투자와 단기투자의 단점을 보완하고 장점을 강화해 수익을 극대화한 투자법이다.",K592932125,9791192445830,344342033,15300,17000,BOOK,,850,https://image.aladin.co.kr/product/34434/20/coversum/k592932125_3.jpg,174,국내도서>경제경영>재테크/투자>주식/펀드,경이로움,16980,False,True,10,6,,,
"더 골 1 The Goal - 당신의 목표는 무엇인가?, 30주년 기념 개정판 번역본",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=198322707&amp;partner=openAPI&amp;start=api,"엘리 골드렛 (지은이), 강승덕, 김일운, 김효 (옮긴이)",2019-08-30,"출간 이후 30년 동안 35개국에서 1000만 부 이상 판매라는 경이적인 기록을 갖고 있는 경제경영의 고전, 『더 골1』의 2019년 최신 개정판. 2015년 개정판을 또다시 개정?출간한 것으로 미국에서 30주년 기념 개정판으로 출간한 원본을 기준으로 내용을 수정?보완하였으며 카이스트 정재승 교수의 해제가 추가되었다.",K752635242,9791157685301,198322707,19800,22000,BOOK,,1100,https://image.aladin.co.kr/product/19832/27/coversum/k752635242_1.jpg,2173,국내도서>경제경영>기업 경영>경영전략/혁신,동양북스(동양문고),12993,False,True,9,7,,,
EBS 다큐프라임 자본주의,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=31642609&amp;partner=openAPI&amp;start=api,EBS 자본주의 제작팀 (지은이),2013-09-27,"지금 자본주의는 기로에 놓여 있다. 이대로 갈 것인가, 새로운 길을 모색할 것인가. 약 250년에 걸쳐 우리 사회를 지배했으며 현재 위기를 겪고 있는 ‘자본주의’를 쉽게 풀어낸 방송, [EBS 다큐프라임 &lt;자본주의&gt; 5부작]이 책으로 출간됐다.",8957365796,9788957365793,31642609,19800,22000,BOOK,,1100,https://image.aladin.co.kr/product/3164/26/coversum/8957365796_1.jpg,8586,국내도서>경제경영>경제학/경제일반>경제이론/경제사상,가나출판사,95157,False,True,9,8,,,
"돈의 속성 (300쇄 리커버 에디션, 양장) - 최상위 부자가 말하는 돈에 대한 모든 것",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=288845971&amp;partner=openAPI&amp;start=api,김승호 (지은이),2020-06-15,"초판 발행 후, 경제경영 필도서로 자리매김한 『돈의 속성』  200쇄 기념 개정증보판이다. 200쇄에 맞춰 코로나19로 바뀐 경제상황과 돈에 관한 김승호 회장의 추가 메시지를 담았다.",K962836509,9791188331796,288845971,16020,17800,BOOK,,890,https://image.aladin.co.kr/product/28884/59/coversum/s522832546_1.jpg,2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,스노우폭스북스,120219,False,True,9,9,,,
"배당투자, 나는 50에 은퇴했다 - 평생 월 1,000만 원씩 받아내는 ‘배당주’ 입장권",http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343299102&amp;partner=openAPI&amp;start=api,쭈압(정영주) (지은이),2024-07-24,"저자의 투자 이유를 듣고 5분 만에 끝내는 종목분석법, 금액·상황별 포트폴리오, 리밸런싱과 매매전략, 세금에서 탈출하는 절세전략만 따라오면, 3,000만 원으로 15억 원을 만든 쭈압처럼 파이어의 고지에 오를 수 있다. 이제는 당신의 차례다.",K982932683,9791191378573,343299102,17820,19800,BOOK,,990,https://image.aladin.co.kr/product/34329/91/coversum/k982932683_1.jpg,2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,체인지업,17270,False,True,10,10,,,
만화로 읽는 수능 고전시가,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=50971540&amp;partner=openAPI&amp;start=api,이가영 (지은이),2015-01-15,"‘문학’ 분야에서 학생들이 가장 어려워하는 고전시가를 만화로 쉽고 재미있게 그려 낸 책으로, 현직 국어 교사이자 네이버 유명 웹툰 &lt;고시생툰&gt;의 작가인 저자는 유쾌하고 코믹한 만화를 통해 어렵고 딱딱한 고전시가를 누구보다 이해하기 쉽게 설명해 준다.",8963916456,9788963916453,50971540,16920,18800,BOOK,,940,https://image.aladin.co.kr/product/5097/15/coversum/8963916456_1.jpg,77131,국내도서>고등학교참고서>고등-자습서>국어,꿈을담는틀(학습),154459,False,True,10,1,,,
MAPL 마플시너지 내신문제집 수학(하) (2024년용) - 2015 개정 교육과정,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=147882354&amp;partner=openAPI&amp;start=api,임정선 (지은이),2018-05-31,"내신과 수능, 당신의 일등급이 이 교재의 철학! 강력한 개념이 끝나면 이젠 문제 풀이다! 학교 교과서를 유형별 단원별로 정리한 학교 내신의 완벽 대비서.",8994845585,9788994845586,147882354,18000,20000,BOOK,,1000,https://image.aladin.co.kr/product/14788/23/coversum/8994845585_1.jpg,131522,국내도서>고등학교참고서>고등-문제집>수학영역,희망에듀,91034,False,True,9,2,821137.0,http://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=821137&amp;partner=openAPI,마플시너지 내신문제집 (2024년) 
EBS 수능완성 영어영역 영어 (2024년) - 2025학년도 수능 연계교재,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=339885898&amp;partner=openAPI&amp;start=api,EBS(한국교육방송공사) 편집부 (지은이),2024-05-20,"수능 연계의 완성 'EBS 수능완성'. 테마편·실전편 구성으로 수능을 최종적으로 대비하는 수능 필수 교재로, 최신 수능 트렌드를 총망라한 핵심 개념 정리와 출제 가능 유형을 완벽 공략한다.",8954784461,9788954784467,339885898,12600,14000,BOOK,,140,https://image.aladin.co.kr/product/33988/58/coversum/8954784461_1.jpg,77121,국내도서>고등학교참고서>수능대비>영어영역,한국교육방송공사(중고등),159390,False,True,0,3,1188037.0,http://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=1188037&amp;partner=openAPI,EBS 수능완성 (2024년) 
EBS 수능완성 국어영역 독서·문학·화법과 작문 (2024년) - 2025학년도 수능 연계교재,http://www.aladin.co.kr/shop/wproduct.aspx?ItemId=339885791&amp;partner=openAPI&amp;start=api,EBS(한국교육방송공사) 편집부 (지은이),2024-05-20,"수능 연계의 완성 'EBS 수능완성'. 테마편·실전편 구성으로 수능을 최종적으로 대비하는 수능 필수 교재로, 최신 수능 트렌드를 총망라한 핵심 개념 정리와 출제 가능 유형을 완벽 공략한다.",8954784445,9788954784443,339885791,12600,14000,BOOK,,140,https://image.aladin.co.kr/product/33988/57/coversum/8954784445_1.jpg,77119,국내도서>고등학교참고서>수능대비>국어영역,한국교육방송공사(중고등),104065,False,True,0,4,1188037.0,http://www.aladin.co.kr/shop/common/wseriesitem.aspx?SRID=1188037&amp;partner=openAPI,EBS 수능완성 (2024년) 
